,0.005,0.015,0.025,0.035,0.045,0.055
2009-04-09,3.898177499999998,2.904145,4.2375125,0.532575,2.4368800000000004,1.46327
2009-04-13,3.9431774999999987,2.9491450000000006,4.2825125,0.5775750000000002,2.3918800000000005,1.41827
2009-04-14,3.800677499999998,2.806645,4.1400125,0.435075,2.53438,1.56077
2009-04-15,3.889177499999998,2.895145,4.2285125,0.523575,2.4458800000000003,1.47227
2009-04-16,3.921177499999998,2.927145,4.2605125,0.555575,2.4138800000000002,1.4402700000000002
2009-04-17,3.922177499999998,2.928145,4.2615125,0.556575,2.4128800000000004,1.43927
2009-04-20,3.752677499999998,2.758645,4.0920125,0.387075,2.58238,1.60877
2009-04-21,3.887677499999998,2.8936450000000002,4.2270125,0.522075,2.4473800000000003,1.47377
2009-04-22,3.857677499999998,2.863645,4.1970125,0.492075,2.47738,1.50377
2009-04-23,3.920177499999998,2.926145,4.2595125,0.554575,2.41488,1.44127
2009-04-24,3.928177499999998,2.934145,4.2675125,0.562575,2.40688,1.43327
2009-04-27,3.899677499999998,2.9056450000000003,4.2390125,0.534075,2.4353800000000003,1.46177
2009-04-28,3.900177499999998,2.906145,4.2395125,0.534575,2.43488,1.46127
2009-04-29,3.980177499999998,2.9861449999999996,4.3195125,0.6145749999999999,2.35488,1.3812700000000002
2009-04-30,3.910177499999998,2.916145,4.2495125,0.544575,2.4248800000000004,1.45127
2009-05-01,3.885677499999998,2.891645,4.2250125,0.520075,2.44938,1.47577
2009-05-04,4.042677499999998,3.048645,4.3820125,0.677075,2.29238,1.31877
2009-05-05,3.996677499999998,3.0026450000000002,4.3360125,0.631075,2.3383800000000003,1.36477
2009-05-06,4.110677499999998,3.116645,4.4500125,0.745075,2.2243800000000005,1.2507700000000002
2009-05-07,4.016177499999998,3.022145,4.3555125,0.650575,2.3188800000000005,1.34527
2009-05-08,4.210677499999998,3.1981450000000002,4.5315125,0.826575,2.1428800000000003,1.16927
2009-05-11,4.358177499999998,3.0506450000000003,4.3840125,0.679075,2.2903800000000003,1.31677
2009-05-12,4.380677499999998,3.028145,4.3615125,0.656575,2.3128800000000003,1.3392700000000002
2009-05-13,4.443177499999998,2.965645,4.2990125,0.594075,2.3753800000000003,1.4017700000000002
2009-05-14,4.372177499999998,3.036645,4.3700125,0.665075,2.30438,1.33077
2009-05-15,4.402177499999998,3.0066450000000002,4.3400125,0.635075,2.3343800000000003,1.36077
2009-05-18,4.290677499999998,3.118145,4.4515125,0.746575,2.2228800000000004,1.24927
2009-05-19,4.359177499999998,3.049645,4.3830125,0.678075,2.29138,1.31777
2009-05-20,4.419177499999998,2.989645,4.3230125,0.618075,2.3513800000000002,1.3777700000000002
2009-05-21,4.402677499999998,3.006145,4.3395125,0.634575,2.3348800000000005,1.36127
2009-05-22,4.425677499999998,2.9831450000000004,4.3165125,0.6115750000000002,2.35788,1.38427
2009-05-26,4.324677499999998,3.136225,4.4175125,0.712575,2.25688,1.2832700000000001
2009-05-27,4.414177499999998,3.225725,4.3280125,0.623075,2.3463800000000004,1.37277
2009-05-28,4.319677499999998,3.131225,4.4225125,0.717575,2.2518800000000003,1.27827
2009-05-29,4.307677499999998,3.119225,4.4345125,0.729575,2.2398800000000003,1.26627
2009-06-01,4.345177499999998,3.156725,4.3970125,0.692075,2.2773800000000004,1.30377
2009-06-02,4.421677499999998,3.233225,4.3205125,0.615575,2.35388,1.38027
2009-06-03,4.446177499999998,3.257725,4.2960125,0.591075,2.3783800000000004,1.40477
2009-06-04,4.381177499999998,3.192725,4.3610125,0.656075,2.3133800000000004,1.3397700000000001
2009-06-05,4.419177499999998,3.230725,4.3230125,0.618075,2.3513800000000002,1.3777700000000002
2009-06-08,4.379177499999998,3.190725,4.3630125,0.658075,2.31138,1.3377700000000001
2009-06-09,4.385677499999998,3.197225,4.3565125,0.651575,2.31788,1.34427
2009-06-10,4.405677499999998,3.217225,4.3365125,0.631575,2.33788,1.36427
2009-06-11,4.400677499999998,3.212225,4.3415125,0.636575,2.3328800000000003,1.35927
2009-06-12,4.391677499999998,3.203225,4.3505125,0.645575,2.3238800000000004,1.35027
2009-06-15,4.445177499999998,3.256725,4.2970125,0.5920750000000001,2.3773800000000005,1.40377
2009-06-16,4.469177499999998,3.280725,4.2730125,0.568075,2.40138,1.42777
2009-06-17,4.505677499999998,3.317225,4.2365125,0.531575,2.4378800000000003,1.4642700000000002
2009-06-18,4.437177499999998,3.248725,4.3050125,0.600075,2.3693800000000005,1.3957700000000002
2009-06-19,4.397677499999998,3.209225,4.3445125,0.639575,2.32988,1.35627
2009-06-22,4.499177499999998,3.310725,4.2430125,0.538075,2.4313800000000003,1.45777
2009-06-23,4.465677499999998,3.277225,4.2765125,0.571575,2.3978800000000002,1.4242700000000001
2009-06-24,4.471177499999998,3.282725,4.2710125,0.566075,2.4033800000000003,1.42977
2009-06-25,4.438677499999998,3.250225,4.3035125,0.5985749999999999,2.37088,1.3972700000000002
2009-06-26,4.424177499999998,3.235725,4.3180125,0.6130749999999998,2.35638,1.3827700000000003
2009-06-29,4.416677499999998,3.228225,4.3255125,0.620575,2.3488800000000003,1.37527
2009-06-30,4.440177499999998,3.251725,4.3020125,0.5970749999999998,2.37238,1.3987700000000003
2009-07-01,4.454177499999998,3.265725,4.2880125,0.5830750000000002,2.3863800000000004,1.4127699999999999
2009-07-02,4.525177499999998,3.336725,4.2170125,0.512075,2.45738,1.48377
2009-07-06,4.494167499999998,3.321225,4.2325125,0.527575,2.4418800000000003,1.46827
2009-07-07,4.5041674999999985,3.311225,4.2425125,0.537575,2.4318800000000005,1.4582700000000002
2009-07-08,4.499667499999998,3.315725,4.2380125,0.533075,2.43638,1.4627700000000001
2009-07-09,4.5426674999999985,3.272725,4.2810125,0.576075,2.3933800000000005,1.41977
2009-07-10,4.481667499999998,3.333725,4.2200125,0.515075,2.4543800000000005,1.4807700000000001
2009-07-13,4.594667499999998,3.220725,4.3330125,0.628075,2.3413800000000005,1.3677700000000002
2009-07-14,4.594167499999998,3.221225,4.3325125,0.627575,2.34188,1.36827
2009-07-15,4.668167499999998,3.147225,4.4065125,0.701575,2.2678800000000003,1.29427
2009-07-16,4.662167499999998,3.153225,4.4005125,0.695575,2.27388,1.30027
2009-07-17,4.6981674999999985,3.117225,4.4365125,0.731575,2.23788,1.26427
2009-07-20,4.702667499999998,3.112725,4.4410125,0.736075,2.2333800000000004,1.25977
2009-07-21,4.700667499999998,3.114725,4.4390125,0.734075,2.23538,1.26177
2009-07-22,4.695667499999998,3.119725,4.4340125,0.729075,2.2403800000000005,1.2667700000000002
2009-07-23,4.758167499999998,3.057225,4.4965125,0.791575,2.1778800000000005,1.2042700000000002
2009-07-24,4.747167499999998,3.068225,4.4855125,0.780575,2.18888,1.21527
2009-07-27,4.757167499999998,3.058225,4.4955125,0.790575,2.1788800000000004,1.20527
2009-07-28,4.755167499999998,3.060225,4.4935125,0.788575,2.18088,1.20727
2009-07-29,4.740167499999998,3.075225,4.4785125,0.773575,2.1958800000000003,1.22227
2009-07-30,4.773667499999998,3.041725,4.5120125,0.807075,2.16238,1.18877
2009-07-31,4.782167499999998,3.033225,4.5205125,0.815575,2.1538800000000005,1.1802700000000002
2009-08-03,4.827167499999998,2.988225,4.5655125,0.860575,2.10888,1.13527
2009-08-04,4.856167499999998,2.959225,4.5945125,0.889575,2.07988,1.10627
2009-08-05,4.931167499999998,2.884225,4.6695125,0.964575,2.0048800000000004,1.0312700000000001
2009-08-06,4.882167499999998,2.933225,4.6205125,0.915575,2.0538800000000004,1.08027
2009-08-07,4.958667499999998,2.856725,4.6970125,0.992075,1.9773800000000004,1.00377
2009-08-10,4.974167499999998,2.841225,4.7125125,1.007575,1.9618800000000003,0.9882700000000001
2009-08-11,4.905167499999998,2.910225,4.6435125,0.938575,2.0308800000000002,1.0572700000000002
2009-08-12,4.951667499999998,2.863725,4.6900125,0.985075,1.9843800000000003,1.0107700000000002
2009-08-13,4.984167499999998,2.831225,4.7225125,1.017575,1.9518800000000003,0.9782700000000001
2009-08-14,4.9626674999999985,2.852725,4.7010125,0.996075,1.9733800000000004,0.99977
2009-08-17,4.881167499999998,2.934225,4.6195125,0.914575,2.0548800000000003,1.0812700000000002
2009-08-18,4.927167499999998,2.888225,4.6655125,0.960575,2.0088800000000004,1.0352700000000001
2009-08-19,4.913167499999998,2.902225,4.6515125,0.946575,2.0228800000000002,1.0492700000000001
2009-08-20,4.961667499999998,2.853725,4.7000125,0.995075,1.9743800000000002,1.0007700000000002
2009-08-21,5.020667499999998,2.794725,4.7590125,1.054075,1.9153800000000003,0.9417700000000001
2009-08-24,4.989667499999998,2.825725,4.7280125,1.023075,1.9463800000000002,0.97277
2009-08-25,5.016667499999998,2.798725,4.7550125,1.050075,1.9193800000000003,0.9457700000000001
2009-08-26,5.003167499999998,2.812225,4.7415125,1.036575,1.9328800000000004,0.9592700000000001
2009-08-27,5.0106674999999985,2.804725,4.7490125,1.044075,1.9253800000000003,0.9517700000000001
2009-08-28,4.985167499999998,2.830225,4.7235125,1.018575,1.9508800000000004,0.9772700000000001
2009-08-31,5.011167499999998,2.804225,4.7495125,1.044575,1.9248800000000004,0.9512700000000001
2009-09-01,4.9256674999999985,2.889725,4.6640125,0.959075,2.0103800000000005,1.03677
2009-09-02,4.887167499999998,2.928225,4.6255125,0.920575,2.0488800000000005,1.0752700000000002
2009-09-03,4.946667499999998,2.868725,4.6850125,0.980075,1.9893800000000004,1.01577
2009-09-04,4.957667499999998,2.857725,4.6960125,0.991075,1.9783800000000002,1.0047700000000002
2009-09-08,4.967167499999998,2.848225,4.7055125,1.000575,1.9688800000000002,0.9952700000000001
2009-09-09,4.982167499999998,2.833225,4.7205125,1.015575,1.9538800000000003,0.9802700000000001
2009-09-10,4.990167499999998,2.825225,4.7285125,1.023575,1.9458800000000003,0.9722700000000001
2009-09-11,4.965167499999998,2.850225,4.7035125,0.998575,1.9708800000000002,0.9972700000000001
2009-09-14,5.024667499999998,2.790725,4.7630125,1.058075,1.9113800000000003,0.9377700000000001
2009-09-15,4.998167499999998,2.817225,4.7365125,1.031575,1.9378800000000003,0.9642700000000001
2009-09-16,5.067667499999998,2.747725,4.8060125,1.101075,1.8683800000000004,0.8947700000000001
2009-09-17,5.082167499999998,2.733225,4.8205125,1.115575,1.8538800000000002,0.8802700000000001
2009-09-18,5.081667499999998,2.733725,4.8200125,1.115075,1.8543800000000004,0.88077
2009-09-21,5.062667499999998,2.752725,4.8010125,1.096075,1.8733800000000003,0.8997700000000001
2009-09-22,5.154167499999998,2.661225,4.8925125,1.187575,1.7818800000000004,0.80827
2009-09-23,5.087167499999998,2.728225,4.8255125,1.120575,1.8488800000000003,0.8752700000000001
2009-09-24,5.054167499999998,2.761225,4.7925125,1.087575,1.8818800000000002,0.90827
2009-09-25,5.020167499999998,2.795225,4.7585125,1.053575,1.9158800000000002,0.94227
2009-09-28,5.075167499999998,2.740225,4.8135125,1.108575,1.8608800000000003,0.8872700000000001
2009-09-29,5.078667499999998,2.736725,4.8170125,1.112075,1.8573800000000003,0.8837700000000001
2009-09-30,5.028167499999998,2.787225,4.7665125,1.061575,1.9078800000000002,0.93427
2009-10-01,4.911667499999998,2.84467,4.6500125,0.945075,2.0243800000000003,1.05077
2009-10-02,4.937167499999998,2.87017,4.6755125,0.970575,1.9988800000000002,1.0252700000000001
2009-10-05,5.029667499999998,2.9626699999999997,4.7680125,1.063075,1.9063800000000002,0.9327700000000001
2009-10-06,5.082667499999998,3.0156699999999996,4.8210125,1.116075,1.8533800000000002,0.87977
2009-10-07,5.120167499999998,3.0531699999999997,4.8585125,1.153575,1.8158800000000004,0.8422700000000001
2009-10-08,5.101167499999998,3.0341699999999996,4.8395125,1.134575,1.8348800000000003,0.8612700000000001
2009-10-09,5.127167499999998,3.06017,4.8655125,1.160575,1.8088800000000003,0.8352700000000001
2009-10-12,5.138167499999998,3.0711699999999995,4.8765125,1.171575,1.7978800000000004,0.8242700000000001
2009-10-13,5.118167499999998,3.0511699999999995,4.8565125,1.151575,1.8178800000000004,0.8442700000000001
2009-10-14,5.189667499999998,3.12267,4.9280125,1.223075,1.7463800000000003,0.7727700000000001
2009-10-15,5.189667499999998,3.12267,4.9280125,1.223075,1.7463800000000003,0.7727700000000001
2009-10-16,5.137167499999998,3.0701699999999996,4.8755125,1.170575,1.7988800000000003,0.8252700000000001
2009-10-19,5.133667499999998,3.06667,4.8720125,1.167075,1.8023800000000003,0.8287700000000001
2009-10-20,5.1356674999999985,3.0686699999999996,4.8740125,1.169075,1.8003800000000003,0.8267700000000001
2009-10-21,5.070167499999998,3.00317,4.8085125,1.103575,1.8658800000000002,0.8922700000000001
2009-10-22,5.120667499999998,3.05367,4.8590125,1.154075,1.8153800000000002,0.84177
2009-10-23,5.097667499999998,3.0306699999999998,4.8360125,1.131075,1.8383800000000003,0.86477
2009-10-26,5.030667499999998,2.9636699999999996,4.7690125,1.064075,1.9053800000000003,0.9317700000000001
2009-10-27,5.034167499999998,2.96717,4.7725125,1.067575,1.9018800000000002,0.92827
2009-10-28,4.976167499999998,2.9091699999999996,4.7145125,1.009575,1.9598800000000003,0.9862700000000001
2009-10-29,5.055667499999998,2.9886699999999995,4.7940125,1.089075,1.8803800000000004,0.9067700000000001
2009-10-30,4.933167499999998,2.86617,4.6715125,0.966575,2.00288,1.0292700000000001
2009-11-02,4.971667499999998,2.90467,4.7100125,1.005075,1.9643800000000002,0.99077
2009-11-03,4.977167499999998,2.91017,4.7155125,1.010575,1.9588800000000004,0.9852700000000001
2009-11-04,4.953667499999998,2.8866699999999996,4.6920125,0.987075,1.9823800000000003,1.0087700000000002
2009-11-05,5.0331674999999985,2.9661699999999995,4.7715125,1.066575,1.9028800000000003,0.92927
2009-11-06,5.014167499999998,2.94717,4.7525125,1.047575,1.9218800000000003,0.9482700000000001
2009-11-09,5.055667499999998,2.9886699999999995,4.7940125,1.089075,1.8803800000000004,0.9067700000000001
2009-11-10,5.047167499999998,2.9801699999999998,4.7855125,1.080575,1.8888800000000003,0.91527
2009-11-11,5.054667499999998,2.9876699999999996,4.7930125,1.088075,1.8813800000000003,0.9077700000000001
2009-11-12,5.005667499999998,2.9386699999999997,4.7440125,1.039075,1.9303800000000002,0.9567700000000001
2009-11-13,4.9866674999999985,2.9196699999999995,4.7250125,1.020075,1.9493800000000003,0.97577
2009-11-16,4.993667499999998,2.9266699999999997,4.7320125,1.027075,1.9423800000000002,0.96877
2009-11-17,4.999167499999998,2.9321699999999997,4.7375125,1.032575,1.9368800000000004,0.9632700000000001
2009-11-18,5.009667499999998,2.9426699999999997,4.7480125,1.043075,1.9263800000000002,0.9527700000000001
2009-11-19,4.970167499999998,2.90317,4.7085125,1.003575,1.9658800000000003,0.9922700000000001
2009-11-20,4.965667499999998,2.8986699999999996,4.7040125,0.999075,1.9703800000000002,0.99677
2009-11-23,5.004667499999998,2.93767,4.7430125,1.038075,1.9313800000000003,0.9577700000000001
2009-11-24,4.966667499999998,2.8996699999999995,4.7050125,1.000075,1.9693800000000004,0.99577
2009-11-25,4.951667499999998,2.88467,4.6900125,0.985075,1.9843800000000003,1.0107700000000002
2009-11-27,4.912167499999998,2.8451699999999995,4.6505125,0.945575,2.02388,1.05027
2009-11-30,4.967167499999998,2.9001699999999997,4.7055125,1.000575,1.9688800000000002,0.9952700000000001
2009-12-01,4.954167499999998,2.88717,4.6925125,0.987575,1.9818800000000003,1.00827
2009-12-02,4.940667499999998,2.8736699999999997,4.6790125,0.974075,1.9953800000000004,1.02177
2009-12-03,4.915167499999998,2.8481699999999996,4.6535125,0.948575,2.0208800000000005,1.0472700000000001
2009-12-04,4.931667499999998,2.86467,4.6700125,0.965075,2.0043800000000003,1.03077
2009-12-07,4.9081674999999985,2.8411699999999995,4.6465125,0.941575,2.02788,1.05427
2009-12-08,4.906167499999998,2.8391699999999997,4.6445125,0.939575,2.0298800000000004,1.05627
2009-12-09,4.905167499999998,2.83817,4.6435125,0.938575,2.0308800000000002,1.0572700000000002
2009-12-10,4.909167499999998,2.84217,4.6475125,0.942575,2.0268800000000002,1.0532700000000002
2009-12-11,4.894167499999998,2.8271699999999997,4.6325125,0.927575,2.0418800000000004,1.06827
2009-12-14,4.933167499999998,2.86617,4.6715125,0.966575,2.00288,1.0292700000000001
2009-12-15,4.889667499999998,2.8226699999999996,4.6280125,0.923075,2.04638,1.07277
2009-12-16,4.913667499999998,2.8466699999999996,4.6520125,0.947075,2.0223800000000005,1.04877
2009-12-17,4.8616674999999985,2.7946699999999995,4.6000125,0.895075,2.07438,1.10077
2009-12-18,4.8936674999999985,2.8266699999999996,4.6320125,0.927075,2.04238,1.06877
2009-12-21,4.939167499999998,2.8721699999999997,4.6775125,0.972575,1.9968800000000002,1.0232700000000001
2009-12-22,4.941167499999998,2.93411,4.6795125,0.974575,1.9948800000000002,1.0212700000000001
2009-12-23,4.923167499999998,2.95211,4.6615125,0.956575,2.0128800000000004,1.0392700000000001
2009-12-24,4.938667499999998,2.93661,4.6770125,0.972075,1.9973800000000004,1.02377
2009-12-28,4.930667499999998,2.94461,4.6690125,0.964075,2.00538,1.03177
2009-12-29,4.919667499999998,2.95561,4.6580125,0.953075,2.0163800000000003,1.04277
2009-12-30,4.921667499999998,2.95361,4.6600125,0.955075,2.0143800000000005,1.04077
2009-12-31,4.928167499999998,2.94711,4.6665125,0.961575,2.00788,1.03427
